name_en|name_fr|code_hs4
Fabrics woven from yarns of different colours containing predominantly but < 85% silk or silk waste by weight|Tissus de soie ou de déchets de soie (autres que la bourrette) contenant en prédominance mais < 85% de soie ou de déchets de soie en fils de diverses couleurs|5007
Printed woven fabrics containing predominantly but < 85% silk or silk waste by weight|Tissus de soie ou de déchets de soie (autres que la bourrette) contenant en prédominance mais < 85% de soie ou de déchets de soie imprimés|5007
Wool neither carded nor combed|Laines non cardées ni peignées|5101
Greasy shorn wool incl. fleece-washed wool neither carded nor combed|Laines de tonte en suint y.c. les laines lavées à dos non cardées ni peignées|5101
Greasy wool incl. fleece-washed wool neither carded nor combed (excl. shorn wool)|Laines en suint y.c. les laines lavées à dos non cardées ni peignées (à lexcl. des laines de tonte)|5101
Shorn wool degreased non-carbonised neither carded nor combed|Laines de tonte dégraissées non carbonisées ni cardées ni peignées|5101
Degreased wool non-carbonised neither carded nor combed (excl. shorn wool)|Laines dégraissées non carbonisées ni cardées ni peignées (à lexcl. des laines de tonte)|5101
Carbonised wool neither carded nor combed|Laines carbonisées non cardées ni peignées|5101
Fine or coarse animal hair neither carded nor combed (excl. wool hair and bristles used in the manufacture of brooms and brushes and horsehair from the mane or tail)|Poils fins ou grossiers non cardés ni peignés (à lexcl. de la laine des poils et soies de brosserie ainsi que des crins [poils de la crinière ou de la queue])|5102
Hair of Kashmir \cashmere\ goats neither carded nor combed|Poils de chèvre du Cachemire non cardés ni peignés|5102
Fine animal hair neither carded nor combed (excl. wool and hair of Kashmir \cashmere\ goats)|Poils fins non cardés ni peignés (à lexcl. de la laine et de chèvre du Cachemire)|5102
Hair of angora rabbit neither carded nor combed|Poils de lapin angora non cardés ni peignés|5102
Hair of alpaca llama or vicuna neither carded nor combed|Poils de lama ou de vigogne non cardés ni peignés|5102
Hair of camel or yak or of angora goats Tibetan goats or similar goats neither carded nor combed|Poils de chameau de yack de chèvre mohair de chèvre du Tibet et de chèvres simil. non cardés ni peignés|5102
Hair of rabbit hare beaver nutria \coypu\ or muskrat neither carded nor combed (excl. of angora rabbit)|Poils dautres lapins que le lapin angora de lièvre de castor de ragondin et de rat musqué non cardés ni peignés|5102
Coarse animal hair neither carded nor combed (excl. wool hair and bristles used in the manufacture of brooms and brushes and horsehair from the mane or tail)|Poils grossiers non cardés ni peignés (à lexcl. des poils et soies de brosserie ainsi que des crins [poils de la crinière ou de la queue])|5102
Waste of wool or of fine or coarse animal hair incl. yarn waste (excl. garnetted stock waste of hair and bristles used in the manufacture of brooms and brushes and of horsehair from the mane or tail)|Déchets de laine ou de poils fins ou grossiers y.c. les déchets de fils (à lexcl. des effilochés des déchets de poils et soies de brosserie ainsi que des déchets de crins [poils de la crinière ou de la queue])|5103
Noils of wool or of fine animal hair (excl. garnetted stock)|Blousses de laine ou de poils fins (à lexcl. des effilochés)|5103
Noils of wool or of fine animal hair non-carbonised (excl. garnetted stock)|Blousses de laine ou de poils fins non carbonisées (à lexcl. des effilochés)|5103
Noils of wool or of fine animal hair carbonised (excl. garnetted stock)|Blousses de laine ou de poils fins carbonisées (à lexcl. des effilochés)|5103
Waste of wool or of fine animal hair incl. yarn waste (excl. noils and garnetted stock)|Déchets de laine ou de poils fins y.c. les déchets de fils (à lexcl. des blousses et des effilochés)|5103
Waste of coarse animal hair incl. yarn waste (excl. garnetted stock waste of hair or bristles used in the manufacture of brooms and brushes and of horsehair from the mane or tail)|Déchets de poils grossiers y.c. les déchets de fils (à lexcl. des effilochés des déchets de poils et soies de brosserie ainsi que des déchets de crins [poils de la crinière ou de la queue])|5103
Garnetted stock of wool or of fine or coarse animal hair neither carded nor combed|Effilochés de laine ou de poils fins ou grossiers non cardés ni peignés|5104
Wool and fine or coarse animal hair carded or combed incl. combed wool in fragments|Laine poils fins ou grossiers cardés ou peignés y.c. la laine peignée en vrac|5105
Fine animal hair carded or combed (excl. wool and hair of Kashmir \cashmere\ goats)|Poils fins cardés ou peignés (à lexcl. de la laine et de ceux de chèvre du Cachemire)|5105
Coarse animal hair carded or combed|Poils grossiers cardés ou peignés|5105
Carded wool yarn (excl. that put up for retail sale)|Fils de laine cardée (non conditionnés pour la vente au détail)|5106
Carded wool yarn containing >= 85% wool by weight (excl. that put up for retail sale)|Fils de laine cardée contenant >= 85% en poids de laine (non conditionnés pour la vente au détail)|5106
Carded wool yarn containing >= 85% wool by weight unbleached (excl. that put up for retail sale)|Fils de laine cardée écrus contenant >= 85% en poids de laine (non conditionnés pour la vente au détail)|5106
Carded wool yarn containing >= 85% wool by weight (excl. unbleached and that put up for retail sale)|Fils de laine cardée contenant >= 85% en poids de laine (à lexcl. des fils écrus et non conditionnés pour la vente au détail)|5106
Carded wool yarn containing predominantly but < 85% wool by weight (excl. that put up for retail sale)|Fils de laine cardée contenant en prédominance mais < 85% en poids de laine (non conditionnés pour la vente au détail)|5106
Carded wool yarn containing predominantly but < 85% wool by weight with a wool and fine animal hair content of >= 85% (excl. put up for retail sale)|Fils de laine cardée contenant en prédominance mais < 85% en poids de laine contenant >= 85% en poids de laine et de poils fins (non conditionnés pour la vente au détail)|5106
Carded wool yarn containing predominantly but < 85% wool by weight unbleached (excl. that with a wool and fine animal hair content of >= 85% and that put up for retail sale)|Fils de laine cardée écrus contenant en prédominance mais < 85% en poids de laine (à lexcl. des fils contenant >= 85% en poids de laine et de poils fins et non conditionnés pour la vente au détail)|5106
Carded wool yarn containing predominantly but < 85% wool by weight (excl. unbleached yarn yarn with a wool and fine animal hair content of >= 85% and yarn put up for retail sale)|Fils de laine cardée contenant en prédominance mais < 85% en poids de laine (à lexcl. des fils écrus et des fils contenant >= 85% en poids de laine et de poils fins et non conditionnés pour la vente au détail)|5106
Yarn of combed wool (excl. that put up for retail sale)|Fils de laine peignée non conditionnés pour la vente au détail|5107
Yarn of combed wool containing >= 85% wool by weight (excl. that put up for retail sale)|Fils de laine peignée contenant >= 85% en poids de laine non conditionnés pour la vente au détail|5107
Yarn of combed wool containing >= 85% wool by weight unbleached (excl. that put up for retail sale)|Fils de laine peignée écrus contenant >= 85% en poids de laine non conditionnés pour la vente au détail|5107
Yarn of combed wool containing >= 85% wool by weight (excl. unbleached and that put up for retail sale)|Fils de laine peignée contenant >= 85% en poids de laine non conditionnés pour la vente au détail (à lexcl. des fils écrus)|5107
Yarn of combed wool containing predominantly but < 85% wool by weight (excl. that put up for retail sale)|Fils de laine peignée contenant en prédominance mais < 85% en poids de laine non conditionnés pour la vente au détail|5107
Yarn of combed wool containing predominantly but < 85% wool by weight with a wool and fine animal hair content of >= 85% unbleached (excl. that put up for retail sale)|Fils de laine peignée écrus contenant en prédominance mais < 85% en poids de laine contenant >= 85% en poids de laine et de poils fins non conditionnés pour la vente au détail|5107
Yarn of combed wool containing predominantly but < 85% wool by weight with a wool and fine animal hair content of >= 85% (excl. unbleached and that put up for retail sale)|Fils de laine peignée contenant en prédominance mais < 85% en poids de laine contenant >= 85% en poids de laine et de poils fins non conditionnés pour la vente au détail (à lexcl. des fils écrus)|5107
Yarn of combed wool containing predominantly but < 85% wool by weight mixed principally or solely with synthetic staple fibres unbleached (excl. that put up for retail sale)|Fils de laine peignée écrus contenant en prédominance mais < 85% en poids de laine mélangés principalement ou uniquement avec des fibres synthétiques discontinues non conditionnés pour la vente au détail|5107
Yarn of combed wool containing predominantly but < 85% wool by weight mixed principally or solely with synthetic staple fibres (excl. unbleached and that put up for retail sale)|Fils de laine peignée contenant en prédominance mais < 85% en poids de laine mélangés principalement ou uniquement avec des fibres synthétiques discontinues non conditionnés pour la vente au détail (à lexcl. des fils écrus)|5107
Yarn of combed wool containing predominantly but < 85% wool by weight unbleached (excl. yarn mixed principally or solely with synthetic staple fibres yarn with a wool and fine animal hair content of >= 85% and yarn put up for retail sale)|Fils de laine peignée écrus contenant en prédominance mais < 85% en poids de laine non conditionnés pour la vente au détail (à lexcl. des fils mélangés principalement ou uniquement avec des fibres synthétiques discontinues ainsi que des fils contenant >= 85% en poids de laine et de poils fins)|5107
Yarn of combed wool containing predominantly but < 85% wool by weight (excl. unbleached yarn yarn mixed principally or solely with synthetic staple fibres yarn with a wool and fine animal hair content of >= 85% and yarn put up for retail sale)|Fils de laine peignée contenant en prédominance mais < 85% en poids de laine non conditionnés pour la vente au détail (à lexcl. des fils écrus des fils mélangés principalement ou uniquement avec des fibres synthétiques discontinues ainsi que des fils contenant >= 85% en poids de laine et de poils fins)|5107
Carded or combed yarn of fine animal hair (excl. that of wool or that put up for retail sale)|Fils de poils fins cardés ou peignés non conditionnés pour la vente au détail (à lexcl. des fils de laine)|5108
Carded yarn of fine animal hair (excl. that of wool or that put up for retail sale)|Fils de poils fins cardés non conditionnés pour la vente au détail (à lexcl. des fils de laine)|5108
Carded yarn of fine animal hair unbleached (excl. that of wool or that put up for retail sale)|Fils de poils fins écrus cardés non conditionnés pour la vente au détail (à lexcl. des fils de laine)|5108
Carded yarn of fine animal hair (excl. unbleached yarn yarn of wool and yarn put up for retail sale)|Fils de poils fins cardés non conditionnés pour la vente au détail (à lexcl. des fils écrus et des fils de laine)|5108
Combed yarn of fine animal hair (excl. that of wool and that put up for retail sale)|Fils de poils fins peignés non conditionnés pour la vente au détail (à lexcl. des fils de laine)|5108
Combed yarn of fine animal hair unbleached (excl. that of wool and that put up for retail sale)|Fils de poils fins écrus peignés non conditionnés pour la vente au détail (à lexcl. des fils de laine)|5108
Combed yarn of fine animal hair (excl. unbleached yarn yarn of wool and yarn put up for retail sale)|Fils de poils fins peignés non conditionnés pour la vente au détail (à lexcl. des fils écrus et des fils de laine)|5108
Yarn of wool or fine animal hair put up for retail sale|Fils de laine ou de poils fins conditionnés pour la vente au détail|5109
Yarn containing >= 85% wool or fine animal hair by weight put up for retail sale|Fils de laine ou de poils fins contenant >= 85% en poids de laine ou de poils fins conditionnés pour la vente au détail|5109
Yarn containing >= 85% wool or fine animal hair by weight put up for retail sale in balls hanks or skeins weighing > 125 g but <= 500 g|Fils de laine ou de poils fins contenant >= 85% en poids de laine ou de poils fins conditionnés pour la vente au détail en boules en pelotes en écheveaux ou en échevettes dun poids > 125 g mais <= 500 g|5109
Yarn containing >= 85% wool or fine animal hair by weight put up for retail sale (excl. that in balls hanks or skeins and weighing > 125 g but <= 500 g)|Fils de laine ou de poils fins contenant >= 85% en poids de laine ou de poils fins conditionnés pour la vente au détail (à lexcl. des fils en boules en pelotes en écheveaux ou en échevettes dun poids > 125 g mais <= 500 g)|5109
Yarn containing predominantly but < 85% wool or fine animal hair by weight put up for retail sale|Fils de laine ou de poils fins contenant en prédominance mais < 85% en poids de laine ou de poils fins conditionnés pour la vente au détail|5109
Yarn of coarse animal hair or of horsehair incl. gimped horsehair yarn whether or not put up for retail sale (excl. horsehair and yarn not joined together)|Fils de poils grossiers ou de crin y.c. les fils de crin guipés même conditionnés pour la vente au détail (à lexcl. des crins non raccordés)|5110
Woven fabrics of carded wool or of carded fine animal hair (excl. fabrics for technical use of heading 5911)|Tissus de laine cardée ou de poils fins cardés (à lexcl. des tissus pour usages techniques du n° 5911)|5111
Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing <= 300 g/m²|Tissus de laine cardée ou de poils fins cardés contenant >= 85% en poids de laine ou de poils fins dun poids <= 300 g/m²|5111
Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing > 300 g/m² (excl. fabrics for technical uses specificed in heading 5911)|Tissus de laine cardée ou de poils fins cardés contenant >= 85% en poids de laine ou de poils fins dun poids > 300 g/m²|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair by weight mixed principally or solely with synthetic or artificial filaments|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85% en poids de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair by weight mixed principally or solely with synthetic or artificial staple fibres|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85% en poids de laine ou de poils fins mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles discontinues|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair by weight mixed principally or solely with synthetic or artificial staple fibres and weighing <= 300 g/m²|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85% en poids de laine ou de poils fins mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles discontinues dun poids <= 300 g/m²|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair by weight mixed principally or solely with synthetic or artificial staple fibres and weighing > 300 g/m²|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85% en poids de laine ou de poils fins mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles discontinues dun poids > 300 g/m²|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair by weight (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres)|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85% en poids de laine ou de poils fins (à lexcl. des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues)|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair and > 10% silk silk waste by weight (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres)|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85% en poids de laine ou de poils fins contenant en poids > 10% au total de soie ou de déchets de soie (à lexcl. des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues)|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair by weight and weighing <= 300 g/m² (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres and those containing > 10% silk silk waste by weight)|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85% en poids de laine ou de poils fins dun poids <= 300 g/m² (à lexcl. des tissus contenant en poids > 10% au total de soie de déchets de soie ou de bourrette de soie ainsi que des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues)|5111
Woven fabrics containing predominantly but < 85% carded wool or carded fine animal hair by weight and weighing > 300 g/m² (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres and fabrics containing > 10% silk silk waste by weight)|Tissus de laine cardée ou de poils fins cardés contenant en prédominance mais < 85 % en poids de laine ou de poils fins d’un poids > 300 g/m² (à l’excl. des tissus contenant en poids > 10 % au total de soie de déchets de soie ou de bourrette de soie ainsi que des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues)|5111
Woven fabrics of combed wool or of combed fine animal hair (excl. fabrics for technical purposes of heading 5911)|Tissus de laine peignée ou de poils fins peignés (à lexcl. des tissus pour usages techniques du n° 5911)|5112
Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing <= 200 g/m² (excl. fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant >= 85% en poids de laine ou de poils fins dun poids <= 200 g/m²|5112
Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing > 200 g/m²|Tissus de laine peignée ou de poils fins peignés contenant >= 85% en poids de laine ou de poils fins dun poids > 200 g/m²|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight mixed principally or solely with synthetic or artificial filaments (excl. fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85% en poids de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight mixed principally or solely with synthetic or artificial staple fibres (excl. fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85% en poids de laine ou de poils fins mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles discontinues|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight mixed principally or solely with synthetic or artificial staple fibres and weighing <= 200 g/m² (excl. fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85% en poids de laine ou de poils fins mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles discontinues dun poids <= 200 g/m²|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight mixed principally or solely with synthetic or artificial staple fibres and weighing > 200 g/m² (excl. fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85 % en poids de laine ou de poils fins mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles discontinues d’un poids > 200 g/m² (à l’excl. des tissus pour usages techniques du n° 5911)|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres and fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85% en poids de laine ou de poils fins (à lexcl. des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues)|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight and > 10% silk silk waste by weight (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres and fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85% en poids de laine ou de poils fins contenant en poids > 10% au total de soie de déchets de soie ou de bourrette de soie (à lexcl. des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues)|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight and weighing <= 200 g/m² (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres those containing > 10% silk silk waste by weight and fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85% en poids de laine ou de poils fins dun poids <= 200 g/m² (à lexcl. des tissus contenant en poids > 10% au total de soie de déchets de soie ou de bourrette de soie ainsi que des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues)|5112
Woven fabrics containing predominantly but < 85% combed wool or combed fine animal hair by weight and weighing > 200 g/m² (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres those containing > 10% silk silk waste by weight and fabrics for technical uses of heading 5911)|Tissus de laine peignée ou de poils fins peignés contenant en prédominance mais < 85 % en poids de laine ou de poils fins d’un poids > 200 g/m² (à l’excl. des tissus contenant en poids > 10 % au total de soie de déchets de soie ou de bourrette de soie des tissus de laine ou de poils fins mélangés principalement ou uniquement avec des filaments synthétiques ou artificiels ou avec des fibres synthétiques ou artificielles discontinues ainsi que des tissus pour usages techniques du n° 5911)|5112
Woven fabrics of coarse animal hair or of horsehair (excl. fabrics for technical uses of heading 5911)|Tissus de poils grossiers ou de crin (à lexcl. des tissus pour usages techniques du n° 5911)|5113
Cotton neither carded nor combed|Coton non-cardé ni peigné|5201
Cotton neither carded nor combed rendered absorbent or bleached|Coton hydrophile ou blanchi non cardé ni peigné|5201
Cotton neither carded nor combed (excl. rendered absorbent or bleached)|Coton non cardé ni peigné (à lexcl. du coton hydrophile ou blanchi)|5201
Cotton waste incl. yarn waste and garnetted stock|Déchets de coton y.c. les déchets de fils et les effilochés|5202
Cotton yarn waste incl. thread waste|Déchets de fils de coton|5202
Garnetted stock of cotton|Effilochés de coton|5202
Cotton waste (excl. yarn waste thread waste and garnetted stock)|Déchets de coton (à lexcl. des déchets de fils et des effilochés)|5202
Cotton carded or combed|Coton cardé ou peigné|5203
Cotton sewing thread whether or not put up for retail sale|Fils à coudre de coton même conditionnés pour la vente au détail|5204
Sewing thread containing >= 85% cotton by weight (excl. that put up for retail sale)|Fils à coudre de coton contenant >= 85% en poids de coton non conditionnés pour la vente au détail|5204
Spectacle lenses of glass not for the correction of vision|Verres de lunetterie en verre non correcteurs|9001
Sewing thread containing predominantly but < 85% cotton by weight (excl. that put up for retail sale)|Fils à coudre de coton contenant en prédominance mais < 85% en poids de coton non conditionnés pour la vente au détail|5204
Cotton sewing thread put up for retail sale|Fils à coudre de coton conditionnés pour la vente au détail|5204
Cotton yarn other than sewing thread containing >= 85% cotton by weight (excl. that put up for retail sale)|Fils de coton (autres que les fils à coudre) contenant >= 85% en poids de coton non conditionnés pour la vente au détail|5205
Single cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of >= 71429 decitex \<= MN 14\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant >= 85% en poids de coton titrant >= 71429 décitex [<= 14 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of 23256 decitex to < 71429 decitex \> MN 14 to MN 43\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant >= 85% en poids de coton titrant >= 23256 décitex mais < 71429 décitex [> 14 numéros métriques mais <= 43 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Plain woven fabrics of cotton containing >= 85% cotton by weight and weighing > 100 g to 200 g/m² unbleached|Tissus de coton écrus à armure toile contenant >= 85% en poids de coton dun poids > 100 g/m² mais <= 200 g/m²|5208
Single cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of 19231 decitex to < 23256 decitex \> MN 43 to MN 52\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant >= 85% en poids de coton titrant >= 19231 décitex mais < 23256 décitex [> 43 numéros métriques mais <= 52 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of 125 decitex to < 19231 decitex \> MN 52 to MN 80\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant >= 85% en poids de coton titrant >= 125 décitex mais < 19231 décitex [> 52 numéros métriques mais <= 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of < 125 decitex \> MN 80\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant >= 85% en poids de coton titrant < 125 décitex [> 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of 8333 decitex to < 125 decitex \> MN 80 to MN 120\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant >= 85% en poids de coton titrant >= 8333 décitex mais < 125 décitex [> 80 numéros métriques mais <= 120 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of < 8333 decitex \> MN 120\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres non peignées contenant >= 85% en poids de coton titrant < 8333 décitex [> 120 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of >= 71429 decitex \<= MN 14\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant >= 85% en poids de coton titrant >= 71429 décitex [<= 14 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 23256 decitex to < 71429 decitex \> MN 14 to MN 43\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant >= 85% en poids de coton titrant >= 23256 décitex mais < 71429 décitex [> 14 numéros métriques mais <= 43 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 19231 decitex to < 23256 decitex \> MN 43 to MN 52\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant >= 85% en poids de coton titrant >= 19231 décitex mais < 23256 décitex [> 43 numéros métriques mais <= 52 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 125 decitex to < 19231 decitex \> MN 52 to MN 80\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant >= 85% en poids de coton titrant >= 125 décitex mais < 19231 décitex [> 52 numéros métriques mais <= 80 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 10638 decitex to < 125 decitex \> MN 80 to MN 94\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant >= 85% en poids de coton titrant >= 10638 décitex mais < 125 décitex [> 80 numéros métriques mais <= 94 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Gas meters incl. calibrating meters therefor|Compteurs de gaz y.c. les compteurs pour leur étalonnage|9028
Single cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of 8333 decitex to < 10638 decitex \> MN 94 to MN 120\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant >= 85% en poids de coton titrant >= 8333 décitex mais < 10638 décitex [> 94 numéros métriques mais <= 120 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Single cotton yarn of combed fibres containing >= 85% cotton by weight and with a linear density of < 8333 decitex \> MN 120\ (excl. sewing thread and yarn put up for retail sale)|Fils simples de coton en fibres peignées contenant >= 85% en poids de coton titrant < 8333 décitex [> 120 numéros métriques] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of >= 71429 decitex \<= MN 14\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres non peignées contenant >= 85% en poids de coton titrant en fils simples >= 71429 décitex [<= 14 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Woven fabrics of flax containing >= 85% flax by weight dyed made of yarn of different colours or printed|Tissus de lin contenant >= 85% en poids de lin teints ou en fils de diverses couleurs ou imprimés|5309
Multiple \folded\ or cabled cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of 23256 decitex to < 71429 decitex \> MN 14 to MN 43\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres non peignées contenant >= 85% en poids de coton titrant en fils simples >= 23256 décitex mais < 71429 décitex [> 14 numéros métriques mais <= 43 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of 19231 decitex to < 23256 decitex \> MN 43 to MN 52\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres non peignées contenant >= 85% en poids de coton titrant en fils simples >= 19231 décitex mais < 23256 décitex [> 43 numéros métriques mais <= 52 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
Multiple \folded\ or cabled cotton yarn of uncombed fibres containing >= 85% cotton by weight and with a linear density of 125 decitex to < 19231 decitex \> MN 52 to MN 80\ per single yarn (excl. sewing thread and yarn put up for retail sale)|Fils retors ou câblés de coton en fibres non peignées contenant >= 85% en poids de coton titrant en fils simples >= 125 décitex mais < 19231 décitex [> 52 numéros métriques mais <= 80 numéros métriques en fils simples] (sauf les fils à coudre et les fils conditionnés pour la vente au détail)|5205
